id,name,value,changePercentage,change,turnover,volume,open,high,low,updatedOn
42,Atlas,0.57,0.7,0,3093171.25,5393660,0.57,0.58,0.56,8/25/2024
42,Atlas,0.59,2.26,0.01,28590162,47777940,0.57,0.62,0.58,8/27/2024
42,Atlas,0.62,-0.8,-0.01,8639340,13896103,0.62,0.63,0.61,8/28/2024
42,Atlas,0.6,0.17,0,5300439,8827604,0.6,0.61,0.59,9/8/2024
42,Atlas,0.68,2.41,0.02,5205295,7736391,0.67,0.69,0.65,9/15/2024
42,Atlas,0.7,-0.56,0,9868385,13996260,0.71,0.72,0.69,9/23/2024
42,Atlas,0.72,-1.36,-0.01,8388863,11476851,0.73,0.74,0.72,10/1/2024
42,Atlas,0.72,-0.55,0,2936629.75,4051512,0.72,0.73,0.72,10/2/2024
42,Atlas,0.73,1.8,0.01,6686544.5,9154832,0.72,0.74,0.71,10/4/2024
42,Atlas,0.72,-1.23,-0.01,2984577.5,4103129,0.73,0.74,0.72,10/7/2024
42,Atlas,0.74,1.65,0.01,3825547.5,5231811,0.73,0.74,0.72,10/10/2024
42,Atlas,0.75,0.94,0.01,4526254.5,6031708,0.74,0.75,0.74,10/15/2024
42,Atlas,0.74,-0.13,0,3409602,4586081,0.74,0.75,0.74,10/22/2024
43,B Investments Holdin,22.38,0.36,0.08,14769871,647406,22.3,23.2,22.33,8/12/2024
43,B Investments Holdin,21.2,-5.1,-1.14,9023282,428615,22.34,21.98,20.01,8/5/2024
43,B Investments Holdin,21.37,0.61,0.13,3506564,163445,21.24,21.66,21.21,8/6/2024
43,B Investments Holdin,21.92,2.57,0.55,5721494,262562,21.37,22.35,21.37,8/7/2024
43,B Investments Holdin,21.5,-1.92,-0.42,2350345.5,108490,21.92,22,21.21,8/8/2024
43,B Investments Holdin,22.3,3.72,0.8,7241593,323412,21.5,22.7,21.99,8/11/2024
43,B Investments Holdin,22.44,0.49,0.11,10249919,452241,22.38,23.14,22.39,8/13/2024
43,B Investments Holdin,23.26,3.19,0.72,17457078,749509,22.54,23.65,22.91,8/15/2024
43,B Investments Holdin,23.01,-1.07,-0.25,5717118,246032,23.26,23.59,23,8/18/2024
43,B Investments Holdin,22.62,-1.69,-0.39,9608684,422371,23.01,23.4,22.58,8/19/2024
43,B Investments Holdin,23,1.68,0.38,16665071,720377,22.62,23.55,22.76,8/20/2024
43,B Investments Holdin,23.02,0.09,0.02,15078284,653905,23,23.4,23,8/21/2024
43,B Investments Holdin,23.6,2.52,0.58,35612232,1520273,23.02,23.83,23,8/24/2024
43,B Investments Holdin,23.5,-0.42,-0.1,28112622,1181366,23.6,24.17,23.45,8/25/2024
43,B Investments Holdin,23.21,-1.23,-0.29,12742135,544957,23.5,23.71,23.12,8/27/2024
43,B Investments Holdin,21.99,-1.04,-0.23,5970426,270317,22.22,22.29,21.96,8/28/2024
43,B Investments Holdin,23,4.12,0.91,21969864,968844,22.09,23.09,22,9/8/2024
43,B Investments Holdin,22.74,0.84,0.19,5312228.5,233520,22.55,22.97,22.45,9/15/2024
43,B Investments Holdin,23.67,2.78,0.64,24161320,1018780,23.03,24,23.21,9/23/2024
43,B Investments Holdin,24.3,3.4,0.8,36205572,1476416,23.5,24.97,23.81,10/1/2024
43,B Investments Holdin,23.61,-2.84,-0.69,8346238,350087,24.3,24.3,23,10/2/2024
43,B Investments Holdin,24.05,1.86,0.44,8093381.5,338108,23.61,24.39,23.65,10/4/2024
43,B Investments Holdin,23.54,-2.12,-0.51,6591771,277747,24.05,24.36,23.34,10/7/2024
43,B Investments Holdin,22.65,-1.35,-0.31,3131529.25,137237,22.96,23.17,22.6,10/10/2024
43,B Investments Holdin,23.03,-0.09,-0.02,2335523.75,100120,23.05,23.55,23,10/15/2024
43,B Investments Holdin,23.37,1.92,0.44,4080617.25,176256,22.93,23.4,22.8,10/22/2024
44,Barbary Investment G,0.13,0,0,122295.37,967006,0.13,0.13,0.12,8/12/2024
44,Barbary Investment G,0.12,-4.76,-0.01,425326.75,3531339,0.13,0.13,0.12,8/5/2024
44,Barbary Investment G,0.12,0,0,354481.88,2955777,0.12,0.12,0.12,8/7/2024
44,Barbary Investment G,0.12,2.52,0,278559.53,2332715,0.12,0.12,0.12,8/8/2024
44,Barbary Investment G,0.13,6.72,0.01,692465,5468951,0.12,0.13,0.12,8/11/2024
44,Barbary Investment G,0.12,0,0,122725.03,983505,0.13,0.13,0.12,8/13/2024
44,Barbary Investment G,0.12,0,0,56781.06,456292,0.13,0.13,0.12,8/15/2024
44,Barbary Investment G,0.12,0,0,96621.64,780210,0.13,0.13,0.12,8/18/2024
44,Barbary Investment G,0.12,-2.36,0,124813.25,1013926,0.13,0.12,0.12,8/19/2024
44,Barbary Investment G,0.12,-1.57,0,177404.67,1449821,0.13,0.13,0.12,8/20/2024
44,Barbary Investment G,0.12,0.82,0,254252.66,2059226,0.12,0.13,0.12,8/21/2024
44,Barbary Investment G,0.13,0.81,0,262960.03,2109067,0.12,0.13,0.12,8/24/2024
44,Barbary Investment G,0.12,-2.4,0,310199.56,2535266,0.12,0.13,0.12,8/27/2024
44,Barbary Investment G,0.12,0,0,46392.81,374124,0.12,0.12,0.12,8/28/2024
44,Barbary Investment G,0.12,-0.8,0,300380.97,2396263,0.12,0.13,0.12,9/8/2024
44,Barbary Investment G,0.12,0.82,0,42821.27,347780,0.12,0.12,0.12,9/15/2024
44,Barbary Investment G,0.12,0.83,0,237446.56,1931923,0.12,0.12,0.12,9/23/2024
44,Barbary Investment G,0.12,0,0,309891.22,2527684,0.12,0.12,0.12,10/1/2024
44,Barbary Investment G,0.12,0,0,424755.06,3456183,0.12,0.12,0.12,10/2/2024
44,Barbary Investment G,0.14,9.76,0.01,2014289.25,15316652,0.12,0.14,0.12,10/4/2024
44,Barbary Investment G,0.15,9.63,0.01,1797823.38,12162818,0.14,0.15,0.14,10/7/2024
44,Barbary Investment G,0.13,-4.96,-0.01,467545.94,3473015,0.14,0.14,0.13,10/10/2024
44,Barbary Investment G,0.13,-1.55,0,246699.73,1923006,0.13,0.13,0.13,10/15/2024
44,Barbary Investment G,0.13,0.79,0,334562.12,2648643,0.13,0.13,0.12,10/22/2024
45,Beltone Holding,2.9,-1.36,-0.04,106315392,36095873,2.94,3,2.9,8/12/2024
45,Beltone Holding,2.74,-5.19,-0.15,96733280,34784961,2.89,2.85,2.68,8/5/2024
45,Beltone Holding,2.83,3.28,0.09,52559996,18577918,2.74,2.86,2.79,8/6/2024
45,Beltone Holding,2.88,1.77,0.05,42637400,14815061,2.83,2.91,2.82,8/7/2024
45,Beltone Holding,2.84,-1.39,-0.04,43361428,15153592,2.88,2.91,2.84,8/8/2024
45,Beltone Holding,2.94,3.52,0.1,80585480,27628461,2.84,2.96,2.88,8/11/2024
45,Beltone Holding,2.88,-0.69,-0.02,40213620,13900421,2.9,2.93,2.86,8/13/2024
45,Beltone Holding,2.94,1.73,0.05,50308324,17150616,2.89,2.97,2.91,8/15/2024
45,Beltone Holding,3.03,3.06,0.09,200271424,65796335,2.94,3.1,2.95,8/18/2024
45,Beltone Holding,3.04,0.33,0.01,100672936,32804672,3.03,3.12,3.03,8/19/2024
45,Beltone Holding,3.07,0.99,0.03,41784840,13635337,3.04,3.09,3.05,8/20/2024
45,Beltone Holding,3.23,5.21,0.16,323751936,102037269,3.07,3.25,3.09,8/21/2024
45,Beltone Holding,3.18,-1.55,-0.05,290571680,89457944,3.23,3.3,3.18,8/24/2024
45,Beltone Holding,3.2,0.63,0.02,107863944,33579064,3.18,3.25,3.19,8/25/2024
45,Beltone Holding,3.17,-0.94,-0.03,350057952,108216376,3.2,3.32,3.15,8/27/2024
45,Beltone Holding,3.38,-0.59,-0.02,188960368,55603327,3.4,3.44,3.36,8/28/2024
45,Beltone Holding,3.37,-1.75,-0.06,121409368,35673309,3.43,3.48,3.36,9/8/2024
45,Beltone Holding,3.31,-2.65,-0.09,100868960,30201585,3.4,3.42,3.29,9/15/2024
45,Beltone Holding,3.28,-2.09,-0.07,73337560,22110282,3.35,3.37,3.28,9/23/2024
45,Beltone Holding,3.37,0.6,0.02,126836128,37409502,3.35,3.43,3.36,10/1/2024
45,Beltone Holding,3.27,-2.97,-0.1,131127144,39651290,3.37,3.38,3.24,10/2/2024
45,Beltone Holding,3.24,-0.92,-0.03,80802488,24804197,3.27,3.3,3.23,10/4/2024
45,Beltone Holding,3.17,-2.16,-0.07,65348320,20294465,3.24,3.27,3.17,10/7/2024
45,Beltone Holding,3,-3.54,-0.11,94914888,31155901,3.11,3.16,3,10/10/2024
45,Beltone Holding,2.91,0,0,77118784,26306675,2.91,2.97,2.9,10/15/2024
45,Beltone Holding,3.05,5.17,0.15,70883640,23800702,2.9,3.05,2.9,10/22/2024
46,Cairo Educational Se,19.51,0,0,69803.59,3409,20.7,21,18.6,8/12/2024
46,Cairo Educational Se,18.51,-12.44,-2.63,12422.56,657,21.14,19.5,18.51,8/5/2024
46,Cairo Educational Se,19,-10.12,-2.14,14089.31,740,21.14,19.48,18.24,8/6/2024
46,Cairo Educational Se,19.15,-9.41,-1.99,51346.49,2625,21.14,19.95,18.8,8/7/2024
46,Cairo Educational Se,20.55,-2.79,-0.59,360186.63,17509,21.14,21,18.89,8/8/2024
46,Cairo Educational Se,21.1,1.93,0.4,179773.05,8627,20.7,21.1,19.37,8/11/2024
46,Cairo Educational Se,20.97,0,0,4695.94,225,20.7,21,19.26,8/13/2024
46,Cairo Educational Se,20,0,0,2022.4,100,20.7,20.97,20,8/15/2024
46,Cairo Educational Se,20.99,0,0,27345.01,1307,20.7,20.99,20.11,8/18/2024
46,Cairo Educational Se,20.9,0,0,6855.26,332,20.7,21,19.97,8/19/2024
46,Cairo Educational Se,21.1,1.93,0.4,12858.68,616,20.7,21.1,20,8/20/2024
46,Cairo Educational Se,21.49,3.82,0.79,4485.91,212,20.7,21.49,20.25,8/21/2024
46,Cairo Educational Se,20.42,0,0,13040.91,635,20.7,21.49,20.35,8/24/2024
46,Cairo Educational Se,20.51,-0.92,-0.19,4378.1,210,20.7,21,20.51,8/25/2024
46,Cairo Educational Se,20.85,0.72,0.15,25119.85,1199,20.7,21,20.13,8/27/2024
46,Cairo Educational Se,21.49,3.82,0.79,40839.39,1941,20.7,21.49,20.18,8/28/2024
46,Cairo Educational Se,21.98,6.18,1.28,49359.45,2280,20.7,21.98,20.6,9/8/2024
46,Cairo Educational Se,21.87,5.65,1.17,41428.87,2011,20.7,21.87,20.6,9/15/2024
46,Cairo Educational Se,29.7,20,4.95,1652591.13,56534,24.75,29.7,25.25,9/23/2024
46,Cairo Educational Se,31.76,-14.23,-5.27,3765662.75,109127,37.03,38,31.5,10/1/2024
46,Cairo Educational Se,29.06,-8.5,-2.7,3215751.5,109686,31.76,31.76,27.27,10/2/2024
46,Cairo Educational Se,33.67,15.86,4.61,6420000,193900,29.06,34.86,29.5,10/4/2024
46,Cairo Educational Se,30.03,-10.81,-3.64,3093016.5,101157,33.67,34.25,29.3,10/7/2024
46,Cairo Educational Se,30.2,-3.7,-1.16,831243.31,27256,31.36,32.3,30,10/10/2024
46,Cairo Educational Se,31.13,5.13,1.52,747129.06,23895,29.61,32.3,29.53,10/15/2024
46,Cairo Educational Se,31.92,0,0,79712.78,2533,31.92,32.25,30.4,10/22/2024
47,Cairo Oils & Soap,0.22,0,0,7522612,34448356,0.22,0.22,0.21,8/12/2024
47,Cairo Oils & Soap,0.2,-6.82,-0.01,13170221,63506379,0.22,0.22,0.2,8/5/2024
47,Cairo Oils & Soap,0.21,2.44,0.01,6897609,32933170,0.2,0.21,0.21,8/6/2024
47,Cairo Oils & Soap,0.21,1.9,0,9688714,45661832,0.21,0.22,0.21,8/7/2024
47,Cairo Oils & Soap,0.21,-1.4,0,5612073,26453142,0.21,0.21,0.21,8/8/2024
47,Cairo Oils & Soap,0.22,2.37,0.01,8517010,39203563,0.21,0.22,0.21,8/11/2024
47,Cairo Oils & Soap,0.21,-1.39,0,5128306.5,23923509,0.22,0.22,0.21,8/13/2024
47,Cairo Oils & Soap,0.21,-0.47,0,3076531.5,14400304,0.21,0.22,0.21,8/15/2024
47,Cairo Oils & Soap,0.22,1.88,0,19327944,88280338,0.21,0.22,0.21,8/18/2024
47,Cairo Oils & Soap,0.21,-1.84,0,7662843,35475890,0.22,0.22,0.21,8/19/2024
47,Cairo Oils & Soap,0.22,2.82,0.01,9919428,45669812,0.21,0.22,0.21,8/20/2024
47,Cairo Oils & Soap,0.23,3.65,0.01,63386996,277847191,0.22,0.23,0.22,8/21/2024
47,Cairo Oils & Soap,0.23,2.2,0.01,50908688,215861447,0.23,0.24,0.23,8/24/2024
47,Cairo Oils & Soap,0.23,1.29,0,12930581,56143557,0.23,0.24,0.22,8/27/2024
47,Cairo Oils & Soap,0.23,-1.28,0,8310051.5,35755749,0.23,0.24,0.23,8/28/2024
47,Cairo Oils & Soap,0.23,-2.17,-0.01,8546411,37305707,0.23,0.23,0.23,9/8/2024
47,Cairo Oils & Soap,0.24,3.51,0.01,29224746,124128303,0.23,0.24,0.23,9/15/2024
47,Cairo Oils & Soap,0.23,0,0,11142469,47335469,0.23,0.24,0.23,9/23/2024
47,Cairo Oils & Soap,0.23,-0.43,0,9881296,41921257,0.23,0.24,0.23,10/1/2024
47,Cairo Oils & Soap,0.23,-2.14,-0.01,9640885,41737368,0.23,0.23,0.23,10/2/2024
47,Cairo Oils & Soap,0.23,0.44,0,3418104.5,14855474,0.23,0.23,0.23,10/4/2024
47,Cairo Oils & Soap,0.23,0.87,0,6702506.5,28778881,0.23,0.24,0.23,10/7/2024
47,Cairo Oils & Soap,0.23,0.44,0,3498441.5,15525895,0.23,0.23,0.22,10/10/2024
47,Cairo Oils & Soap,0.22,1.83,0,6539005,29449868,0.22,0.23,0.22,10/15/2024
47,Cairo Oils & Soap,0.23,1.77,0,9008283,39132661,0.23,0.23,0.22,10/22/2024
48,Cairo Poultry,8.11,-2.64,-0.22,12540175,1515902,8.33,8.48,8.1,8/12/2024
48,Cairo Poultry,7.51,-5.77,-0.46,8429789,1124996,7.97,7.8,7.25,8/5/2024
48,Cairo Poultry,7.85,4.53,0.34,6982890,894747,7.51,7.9,7.6,8/6/2024
48,Cairo Poultry,7.93,1.02,0.08,4172003.75,527828,7.85,8.05,7.8,8/7/2024
48,Cairo Poultry,8.11,2.27,0.18,8266137.5,1022841,7.93,8.2,7.81,8/8/2024
48,Cairo Poultry,8.33,2.71,0.22,7087318.5,852185,8.11,8.45,8.11,8/11/2024
48,Cairo Poultry,8.25,1.73,0.14,50360552,6104669,8.11,8.44,8.03,8/13/2024
48,Cairo Poultry,8.55,-0.7,-0.06,15096362,1760278,8.61,8.78,8.4,8/15/2024
48,Cairo Poultry,8.63,0.94,0.08,11466111,1326584,8.55,8.75,8.5,8/18/2024
48,Cairo Poultry,9.2,6.6,0.57,57544036,6373760,8.63,9.4,8.63,8/19/2024
48,Cairo Poultry,9.5,3.26,0.3,30649514,3237182,9.2,9.59,9.2,8/20/2024
48,Cairo Poultry,9.43,-0.74,-0.07,19468746,2018518,9.5,9.85,9.36,8/21/2024
48,Cairo Poultry,9.49,0.64,0.06,10086508,1059391,9.43,9.74,9.31,8/24/2024
48,Cairo Poultry,9.43,-0.32,-0.03,2912885.5,306116,9.46,9.63,9.4,8/27/2024
48,Cairo Poultry,9.5,1.06,0.1,7385752,769962,9.4,9.74,9.4,8/28/2024
48,Cairo Poultry,9.62,-0.82,-0.08,5517084,567558,9.7,9.83,9.6,9/8/2024
48,Cairo Poultry,9.9,-0.9,-0.09,5146821,515543,9.99,10.09,9.8,9/15/2024
48,Cairo Poultry,10,-0.79,-0.08,15509159,1541024,10.08,10.2,9.9,9/23/2024
48,Cairo Poultry,10.75,2.19,0.23,18853642,1742146,10.52,11,10.51,10/1/2024
48,Cairo Poultry,10.43,-2.98,-0.32,12858760,1219585,10.75,10.7,10.35,10/2/2024
48,Cairo Poultry,10.78,3.36,0.35,6278216,593770,10.43,10.8,10.39,10/4/2024
48,Cairo Poultry,11.35,5.29,0.57,12906248,1136914,10.78,11.5,10.9,10/7/2024
48,Cairo Poultry,11.3,3.2,0.35,7596674,674986,10.95,11.45,10.95,10/10/2024
48,Cairo Poultry,11.18,0.36,0.04,3987296.75,351850,11.14,11.5,11.12,10/15/2024
48,Cairo Poultry,12.01,-1.96,-0.24,22294798,1837648,12.25,12.79,11.65,10/22/2024
49,Canal Shipping Agenc,18.65,-0.16,-0.03,27295474,1434778,18.68,19.43,18.52,8/12/2024
49,Canal Shipping Agenc,17.57,-6.54,-1.23,9337964,532262,18.8,18.75,16.3,8/5/2024
49,Canal Shipping Agenc,17.76,1.08,0.19,5161083.5,290588,17.57,18.19,17.41,8/6/2024
49,Canal Shipping Agenc,18.15,2.2,0.39,6809691.5,379033,17.76,18.25,17.53,8/7/2024
49,Canal Shipping Agenc,17.92,-1.27,-0.23,6723909.5,374046,18.15,18.38,17.75,8/8/2024
49,Canal Shipping Agenc,18.68,4.24,0.76,13097086,710492,17.92,18.68,18.09,8/11/2024
49,Canal Shipping Agenc,18.34,-1.66,-0.31,5569990.5,300227,18.65,18.84,18.31,8/13/2024
49,Canal Shipping Agenc,18.48,0.87,0.16,6776097.5,367711,18.32,18.64,18,8/15/2024
49,Canal Shipping Agenc,18.51,0.16,0.03,9828573,525501,18.48,18.94,18.5,8/18/2024
49,Canal Shipping Agenc,18.23,-1.51,-0.28,4814084.5,261076,18.51,18.7,18.2,8/19/2024
49,Canal Shipping Agenc,18.33,0.55,0.1,4116049,223892,18.23,18.58,18.25,8/20/2024
49,Canal Shipping Agenc,18.32,-0.05,-0.01,4089062.25,222159,18.33,18.51,18.3,8/21/2024
49,Canal Shipping Agenc,18.42,0.55,0.1,6032897,326608,18.32,18.57,18.33,8/24/2024
49,Canal Shipping Agenc,18.63,1.14,0.21,6737939.5,362317,18.42,18.68,18.5,8/25/2024
49,Canal Shipping Agenc,18.68,0.27,0.05,14473517,760827,18.63,19.25,18.64,8/27/2024
49,Canal Shipping Agenc,18.87,-0.63,-0.12,5754748,303332,18.99,19.15,18.83,8/28/2024
49,Canal Shipping Agenc,18.81,-1,-0.19,6053388.5,318244,19,19.3,18.8,9/8/2024
49,Canal Shipping Agenc,18.75,-1.26,-0.24,3256783.5,172608,18.99,19.09,18.71,9/15/2024
49,Canal Shipping Agenc,19.15,-0.42,-0.08,6313672.5,328325,19.23,19.37,19.13,9/23/2024
49,Canal Shipping Agenc,20.6,4.57,0.9,58742644,2893536,19.7,20.93,19.79,10/1/2024
49,Canal Shipping Agenc,20.06,-2.62,-0.54,20595278,1016865,20.6,20.6,19.88,10/2/2024
49,Canal Shipping Agenc,20.08,0.1,0.02,8850178,439339,20.06,20.45,19.96,10/4/2024
49,Canal Shipping Agenc,19.98,-0.5,-0.1,9073602,453213,20.08,20.37,19.81,10/7/2024
49,Canal Shipping Agenc,19.8,0.66,0.13,6564567,331690,19.67,19.95,19.68,10/10/2024
49,Canal Shipping Agenc,19.24,2.45,0.46,5745322,297943,18.78,19.6,18.9,10/15/2024
49,Canal Shipping Agenc,22.73,1.47,0.33,47564544,2073736,22.4,23.39,22.45,10/22/2024
50,CI Capital Holding,4.65,-0.85,-0.04,2334046.75,495570,4.7,4.75,4.65,8/12/2024
50,CI Capital Holding,4.6,-4.17,-0.2,9045349,1998673,4.8,4.75,4.3,8/5/2024
50,CI Capital Holding,4.6,0,0,2358207.75,512713,4.6,4.65,4.54,8/6/2024
50,CI Capital Holding,4.69,1.96,0.09,2377634,511542,4.6,4.7,4.56,8/7/2024
50,CI Capital Holding,4.67,-0.43,-0.02,1756455.63,377896,4.69,4.75,4.6,8/8/2024
50,CI Capital Holding,4.7,1.95,0.09,1947049.13,413742,4.61,4.74,4.67,8/11/2024
50,CI Capital Holding,4.6,-1.29,-0.06,2585374.75,558660,4.66,4.7,4.58,8/13/2024
50,CI Capital Holding,4.77,3.46,0.16,12650964,2706390,4.63,4.83,4.6,8/15/2024
50,CI Capital Holding,4.7,-1.88,-0.09,7707106,1630849,4.79,4.85,4.68,8/18/2024
50,CI Capital Holding,4.65,-1.06,-0.05,7491637,1597732,4.7,4.73,4.65,8/19/2024
50,CI Capital Holding,4.72,1.51,0.07,4592810,975746,4.65,4.8,4.64,8/20/2024
50,CI Capital Holding,4.75,0.64,0.03,2154120.5,453924,4.72,4.78,4.7,8/21/2024
50,CI Capital Holding,4.76,0.21,0.01,3258003.5,682012,4.75,4.83,4.72,8/24/2024
50,CI Capital Holding,4.81,1.05,0.05,3701889,769682,4.76,4.86,4.77,8/25/2024
50,CI Capital Holding,4.82,0.21,0.01,4728881.5,984060,4.81,4.86,4.77,8/27/2024
50,CI Capital Holding,4.92,0.2,0.01,4646369.5,935311,4.91,5.01,4.91,8/28/2024
50,CI Capital Holding,4.72,-1.46,-0.07,2137749.25,447562,4.79,4.89,4.72,9/8/2024
50,CI Capital Holding,4.71,-0.42,-0.02,4961931.5,1051135,4.73,4.8,4.7,9/15/2024
50,CI Capital Holding,5.73,-1.38,-0.08,9718466,1707558,5.81,5.84,5.52,9/23/2024
50,CI Capital Holding,5.42,-0.37,-0.02,4088691,752233,5.44,5.5,5.34,10/1/2024
50,CI Capital Holding,5.28,-2.58,-0.14,5158641,966477,5.42,5.5,5.26,10/2/2024
50,CI Capital Holding,5.25,-0.57,-0.03,4495117.5,849302,5.28,5.36,5.25,10/4/2024
50,CI Capital Holding,5.36,2.1,0.11,9346355,1732912,5.25,5.54,5.23,10/7/2024
50,CI Capital Holding,5.28,-0.38,-0.02,3016983,572364,5.3,5.36,5.18,10/10/2024
50,CI Capital Holding,5.6,8.95,0.46,13368607,2414158,5.14,5.75,5.18,10/15/2024
50,CI Capital Holding,6.04,7.86,0.44,48277348,8166424,5.6,6.1,5.55,10/22/2024
51,CIB,84.43,1.65,1.37,313725792,3720441,83.06,84.8,83.1,8/12/2024
51,CIB,82,-1.2,-1,417756544,5095856,83,83,80.18,8/5/2024
51,CIB,82.22,0.27,0.22,220899488,2682881,82,82.7,81.5,8/6/2024
51,CIB,82.39,0.21,0.17,324653280,3950872,82.22,82.7,81.9,8/7/2024
51,CIB,82.3,-0.11,-0.09,110628808,1340279,82.39,83.3,82,8/8/2024
51,CIB,83.06,0.92,0.76,52283048,629991,82.3,83.3,82,8/11/2024
51,CIB,83.03,-1.66,-1.4,352239104,4226598,84.43,84.4,82.71,8/13/2024
51,CIB,85,1.19,1,351435584,4159609,84,85,84,8/15/2024
51,CIB,84.8,-0.24,-0.2,40974248,484281,85,85,84.04,8/18/2024
51,CIB,84.02,-0.92,-0.78,189722880,2250890,84.8,84.7,84.02,8/19/2024
51,CIB,86.39,2.82,2.37,295971936,3456356,84.02,86.49,83.91,8/20/2024
51,CIB,87,0.71,0.61,259468848,2988247,86.39,87,86.11,8/21/2024
51,CIB,88.79,2.06,1.79,457219968,5197510,87,88.79,86.02,8/24/2024
51,CIB,87.99,0.19,0.17,291032160,3317253,87.82,88.37,87.1,8/27/2024
51,CIB,88.5,0.4,0.35,163274128,1847841,88.15,88.99,88.1,8/28/2024
51,CIB,85.11,-2.62,-2.29,193951824,2262801,87.4,87.5,85,9/8/2024
51,CIB,86.3,1.05,0.9,277674784,3228570,85.4,86.5,84.81,9/15/2024
51,CIB,85.55,0.11,0.09,305341568,3548758,85.46,86.5,85.5,9/23/2024
51,CIB,86.35,2.19,1.85,779734720,9083433,84.5,86.44,77.32,10/1/2024
51,CIB,85.59,-0.88,-0.76,177048480,2067488,86.35,86.25,84.92,10/2/2024
51,CIB,85,-0.69,-0.59,150663744,1763671,85.59,85.92,85,10/4/2024
51,CIB,85,0,0,331264512,3896928,85,85.88,84.65,10/7/2024
51,CIB,81.01,-1.81,-1.49,385433280,4719444,82.5,82.95,81.01,10/10/2024
51,CIB,79.95,-1.03,-0.83,421538624,5262020,80.78,81.1,79.32,10/15/2024
51,CIB,79.3,-0.25,-0.2,281884864,3558344,79.5,80,78.5,10/22/2024
52,CIRA Education,13.5,0,0,574909.38,42605,13.5,13.54,13.4,8/12/2024
52,CIRA Education,13.6,-1.38,-0.19,1543190.75,114216,13.79,13.6,13.36,8/5/2024
52,CIRA Education,13.5,-0.74,-0.1,7651128.5,566740,13.6,13.7,13.4,8/6/2024
52,CIRA Education,13.43,0,0,58610.81,4375,13.5,13.65,13.32,8/7/2024
52,CIRA Education,13.52,0.15,0.02,75930.22,5597,13.5,13.6,13.41,8/8/2024
52,CIRA Education,13.5,0,0,573393.75,42456,13.5,13.6,13.45,8/11/2024
52,CIRA Education,13.5,0,0,880185.06,65197,13.5,13.59,13.47,8/13/2024
52,CIRA Education,13.97,3.48,0.47,10092618,696252,13.5,15,13.55,8/15/2024
52,CIRA Education,13.52,-3.22,-0.45,996210.38,73218,13.97,14,13.41,8/18/2024
52,CIRA Education,13.56,-0.44,-0.06,322280.41,23934,13.52,13.56,13.31,8/19/2024
52,CIRA Education,13.6,1.04,0.14,171993.09,12647,13.46,13.7,13.5,8/20/2024
52,CIRA Education,13.6,1.04,0.14,655860.5,48210,13.46,13.7,13.55,8/21/2024
52,CIRA Education,13.61,0,0,260937.66,18940,13.6,13.98,13.59,8/24/2024
52,CIRA Education,13.6,0,0,157288.47,11561,13.6,13.8,13.6,8/25/2024
52,CIRA Education,13.6,0,0,14097445,1036527,13.6,13.8,13.5,8/27/2024
52,CIRA Education,13.5,0,0,236614.94,17533,13.5,13.69,13.41,8/28/2024
52,CIRA Education,13.36,-0.22,-0.03,661174.94,49161,13.39,13.68,13.33,9/8/2024
52,CIRA Education,13.63,-0.87,-0.12,16683.35,1235,13.75,13.68,13.41,9/15/2024
52,CIRA Education,13.5,-0.88,-0.12,1671457.63,124681,13.62,13.68,13.35,9/23/2024
52,CIRA Education,13.98,1.97,0.27,9587200,688201,13.71,14.1,13.75,10/1/2024
52,CIRA Education,14,0.14,0.02,35431748,2521581,13.98,14.48,13.94,10/2/2024
52,CIRA Education,14.39,2.79,0.39,25511224,1759329,14,14.99,14,10/4/2024
52,CIRA Education,14.4,0.07,0.01,24787564,1730258,14.39,14.8,14.01,10/7/2024
52,CIRA Education,14.66,-0.95,-0.14,4260586,290511,14.8,14.87,14.5,10/10/2024
52,CIRA Education,14.7,2.15,0.31,6882105,469905,14.39,14.9,14.4,10/15/2024
52,CIRA Education,14.39,1.27,0.18,1446213.75,100472,14.21,14.59,14.19,10/22/2024
53,City Medical Laborat,0.44,-1.58,-0.01,3951746.25,8945714,0.44,0.45,0.44,8/12/2024
53,City Medical Laborat,0.42,-6.43,-0.03,7560428,17788139,0.45,0.45,0.41,8/5/2024
53,City Medical Laborat,0.43,1.42,0.01,2617893.75,6144457,0.42,0.44,0.42,8/6/2024
53,City Medical Laborat,0.44,2.8,0.01,4527802,10374290,0.43,0.45,0.43,8/7/2024
53,City Medical Laborat,0.44,-0.68,0,2577782.5,5883114,0.44,0.44,0.43,8/8/2024
53,City Medical Laborat,0.44,1.37,0.01,4008994.25,9120475,0.44,0.45,0.43,8/11/2024
53,City Medical Laborat,0.43,-1.83,-0.01,2300534.5,5331619,0.44,0.44,0.43,8/13/2024
53,City Medical Laborat,0.44,2.1,0.01,1602165.75,3681443,0.43,0.44,0.42,8/15/2024
53,City Medical Laborat,0.43,-1.37,-0.01,2009190.25,4620896,0.44,0.44,0.43,8/18/2024
53,City Medical Laborat,0.43,-0.93,0,2556600.25,5968481,0.43,0.44,0.42,8/19/2024
53,City Medical Laborat,0.43,0.47,0,3006537.5,7028670,0.43,0.43,0.42,8/20/2024
53,City Medical Laborat,0.43,-0.93,0,3824782,8966675,0.43,0.43,0.42,8/21/2024
53,City Medical Laborat,0.42,0,0,4459488,10424336,0.43,0.43,0.42,8/24/2024
